#WEATHER_STATION_DETAILS:Station name|Latitude|Longitude|Elevation
WEATHER_STATION_DETAILS:Cochin International Airp|10.1520|76.4019|26
#WEATHER_SEASONS:
WEATHER_SEASONS:WINTER@1,2,12|SUMMER@3,4,5|SWMONSOON@6,7,8|NEMONSOON@9,10,11
EXTREME_SEASONS_WEATHER:CYCLONE@3
SEASON_NAME:WINTER
SEASON_DAY:1
12:00 AM,27.0,22.0,74,1009,4.0,Calm,Calm,-,N/A,,Haze,0,2014-12-31 18:30:00
12:30 AM,27.0,22.0,74,1009,4.0,Calm,Calm,-,N/A,,Haze,0,2014-12-31 19:00:00
1:00 AM,27.0,22.0,74,1008,4.0,Calm,Calm,-,N/A,,Haze,0,2014-12-31 19:30:00
1:30 AM,26.0,22.0,78,1008,4.0,Calm,Calm,-,N/A,,Haze,0,2014-12-31 20:00:00
2:30 AM,26.0,22.0,78,1008,3.0,Calm,Calm,-,N/A,,Haze,0,2014-12-31 21:00:00
3:00 AM,25.0,22.0,83,1008,3.0,ESE,7.4,-,N/A,,Haze,120,2014-12-31 22:00:00
4:30 AM,25.0,22.0,83,1008,3.0,SE,9.3,-,N/A,,Haze,130,2014-12-31 23:00:00
5:30 AM,25.0,22.0,83,1008,3.0,SSE,5.6,-,N/A,,Haze,150,2015-01-01 00:00:00
6:00 AM,25.0,22.0,83,1009,2.5,Calm,Calm,-,N/A,,Haze,0,2015-01-01 00:30:00
6:30 AM,24.0,22.0,89,1009,2.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-01-01 01:00:00
7:00 AM,24.0,23.0,94,1009,1.7,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-01-01 01:30:00
7:30 AM,23.0,22.0,94,1009,1.7,Variable,5.6,-,N/A,,Scattered Clouds,0,2015-01-01 02:00:00
8:00 AM,23.0,22.0,94,1010,2.0,East,9.3,-,N/A,,Partly Cloudy,80,2015-01-01 02:30:00
9:30 AM,28.0,23.0,74,1011,3.5,East,9.3,-,N/A,,Haze,90,2015-01-01 04:00:00
10:00 AM,29.0,23.0,70,1011,4.0,East,9.3,-,N/A,,Haze,90,2015-01-01 04:30:00
10:30 AM,29.0,23.0,70,1011,4.0,NNW,9.3,-,N/A,,Haze,340,2015-01-01 05:00:00
11:00 AM,29.0,24.0,74,1011,4.0,ENE,11.1,-,N/A,,Haze,60,2015-01-01 05:30:00
11:30 AM,30.0,23.0,66,1011,4.0,West,14.8,-,N/A,,Haze,270,2015-01-01 06:00:00
12:00 PM,31.0,23.0,62,1010,4.0,West,18.5,-,N/A,,Haze,280,2015-01-01 06:30:00
12:30 PM,31.0,25.0,70,1010,4.0,West,18.5,-,N/A,,Haze,270,2015-01-01 07:00:00
1:00 PM,31.0,24.0,66,1009,4.0,West,11.1,-,N/A,,Haze,270,2015-01-01 07:30:00
1:30 PM,32.0,24.0,62,1009,4.0,West,14.8,-,N/A,,Haze,270,2015-01-01 08:00:00
2:00 PM,32.0,24.0,62,1008,4.5,West,18.5,-,N/A,,Haze,270,2015-01-01 08:30:00
2:30 PM,32.0,24.0,62,1008,4.5,West,18.5,-,N/A,,Haze,270,2015-01-01 09:00:00
3:00 PM,32.0,24.0,62,1008,5.0,West,14.8,-,N/A,,Haze,270,2015-01-01 09:30:00
3:30 PM,31.0,24.0,66,1008,5.0,West,16.7,-,N/A,,Haze,270,2015-01-01 10:00:00
4:00 PM,31.0,24.0,66,1007,5.0,West,14.8,-,N/A,,Haze,270,2015-01-01 10:30:00
4:30 PM,30.0,24.0,70,1008,5.0,West,14.8,-,N/A,,Haze,270,2015-01-01 11:00:00
5:00 PM,30.0,24.0,70,1008,5.0,West,14.8,-,N/A,,Haze,270,2015-01-01 11:30:00
5:30 PM,29.0,22.0,66,1008,5.0,West,11.1,-,N/A,,Haze,270,2015-01-01 12:00:00
6:00 PM,28.0,22.0,70,1009,5.0,West,9.3,-,N/A,,Haze,270,2015-01-01 12:30:00
6:30 PM,28.0,22.0,70,1009,5.0,West,7.4,-,N/A,,Haze,270,2015-01-01 13:00:00
7:00 PM,28.0,22.0,70,1010,5.0,Variable,5.6,-,N/A,,Haze,0,2015-01-01 13:30:00
7:30 PM,27.0,22.0,74,1010,5.0,Calm,Calm,-,N/A,,Haze,0,2015-01-01 14:00:00
8:00 PM,27.0,22.0,74,1010,5.0,Calm,Calm,-,N/A,,Haze,0,2015-01-01 14:30:00
